股票代號,公司名稱
/08568P,臺股指凱基14售13
/08569P,臺股指凱基15售03
/08570P,聯電統一14售18
/085714,聯發科第一12購01
/085718,美指2X中信0B購01
/08571P,萬海台新14售01
/085720,台塑中信0B購01
/08572P,萬海元富14售02
/085731,鴻海兆豐0B購01
/085732,鴻海兆豐0B購02
/08573P,宏碁群益14售01
/08574P,臺股指群益15售11
/08575P,臺股指群益15售12
/08576P,臺股指群益15售13
/08577P,第一銅元大14售02
/085780,聯電元大0C購03
/085781,聯電元大0C購04
/085782,國巨元大0C購01
/085783,國巨元大0C購02
/085786,華邦電元大0C購02
/08578P,萬海元大14售06
/085790,華新科元大0C購01
/085793,大立光元大0C購04
/085797,群創元大0B購02
/085798,群創元大0C購02
/08579P,健策元大14售01
/085807,南電元大0C購01
/08580P,南電元大14售06
/08581P,南電元大15售02
/08582P,電子類元大15售01
/08583P,電子類元大15售02
/085846,台積電統一0C購04
/085847,台積電統一12購01
/08584P,T50正2國票14售03
/085853,聯發科統一0C購03
/08585P,T50正2國票15售03
/08586P,萬海國票15售02
/085872,亞光元富0B購01
/085875,松翰元富0B購01
/08587P,大立光富邦15售04
/08588P,台積電國泰16售05
/08589P,電子類群益15售03
/085903,台積電富邦0B購01
/08590P,電子類群益15售04
/085913,台積電第一0B購01
/08591P,宏達電凱基14售03
/085921,臺股指中信0B購11
/08592P,萬海凱基14售06
/08593P,萬海凱基14售07
/085940,晶豪科群益0B購01
/085942,大立光群益0C購01
/08594P,台航凱基14售02
/085954,深中小凱基0B購01
/08595P,慧洋凱基14售04
/08596P,台郡凱基14售02
/085976,臺股指凱基0B購03
/085977,臺股指凱基0B購04
/085978,臺股指凱基12購01
/08597P,晶碩凱基14售03
/085981,聯電元大0C購05
/085982,聯電元大0C購06
/085984,國巨元大0C購03
/085985,國巨元大0C購04
/085988,華邦電元大0C購03
/08598P,鴻準元富14售02
/085990,宏碁元大0C購01
/085994,友達元大0B購01
/08599P,臺股指元富15售01
/086001,大立光元大0C購05
/086002,大立光元大0C購06
/086007,晶技元大0B購01
/08600P,臺股指元富15售02
/086014,日月光元大0C購01
/086018,同欣電元大0C購01
/08601P,台玻元大14售03
/08602P,中鋼國票14售04
/08603P,智邦國票14售02
/086047,聯發科元富12購01
/086049,聯陽元富0B購01
/08604P,裕民國票14售01
/086051,欣興元富0B購01
/086052,鴻海統一0C購04
/08605P,大立光國票14售02
/086063,大立光統一0B購02
/086067,欣興統一0B購01
/08606P,萬海富邦14售04
/08607P,群創元富14售02
/086084,東鋼中信0B購01
/08608P,世芯元富14售04
/08609P,萬海群益14售03
/08610P,台驊控群益14售04
/08611P,潤泰全群益15售02
/08612P,中鋼元大14售05
/086139,元石油元大0B購01
/08613P,鴻準元大14售03
/086140,元石油元大0B購02
/086148,台積電元大0C購09
/086149,台積電元大0C購10
/08614P,萬海元大16售02
/086152,華邦電元大0B購01
/086154,友達元大0C購02
/086155,友達元大0C購03
/086157,聯發科元大0C購05
/08615P,大立光元大14售06
/086167,聯詠元大0C購01
/086168,聯詠元大0C購02
/08616P,玉晶光元大14售07
/086173,群創元大0C購03
/086174,群創元大0C購04
/086176,日月光元大0C購02
/086177,日月光元大0C購03
/08617P,世芯元大14售07
/086185,A50正2凱基0B購01
/086189,大成鋼凱基0C購01
/08618P,祥碩元大14售04
/086190,大成鋼凱基0C購02
/086199,大立光凱基0B購02
/08619P,世紀鋼元大14售03
/08620P,世芯國票15售04
/086212,台積電富邦0B購02
/086219,南亞科統一0C購01
/08621P,祥碩國票15售03
/08622P,臺股指國票14售14
/086238,南亞科元富0C購01
/08623P,臺股指國票15售07
/086242,大立光元富0B購01
/086243,同欣電元富0B購02
/08624P,臺股指國票16售03
/08625P,可成凱基14售03
/08626P,萬海凱基15售05
/08627P,台勝科凱基14售02
/08628P,彩晶凱基14售04
/08629P,萬海群益14售06
/086301,聯發科麥證0C購03
/086304,中鋼凱基11購01
/086307,華邦電凱基0C購01
/086308,華邦電凱基12購01
/08630P,聯茂群益14售01
/086310,南亞科凱基11購01
/086311,南亞科凱基12購01
/08631P,智邦元大14售02
/086323,臺股指凱基11購02
/08632P,裕民元大14售03
/086336,旺宏元大11購02
/08633P,萬海元大14售11
/086344,華新科元大11購01
/086345,華新科元大11購02
/08634P,群創元大16售02
/08635P,順德國票14售02
/08636P,台驊控國票15售01
/08637P,景碩國票15售02
/086381,聯發科國票0C購01
/08638P,創意國票15售02
/086394,鴻海統一11購05
/08639P,健策國票14售02
/08640P,貿聯國票14售02
/08641P,日月光國票14售02
/086425,聯發科富邦0C購02
/086426,聯發科富邦0C購03
/08642P,鴻海富邦16售02
/086431,鴻海第一13購01
/086432,華邦電第一13購01
/086435,SGBR2X中信0C購01
/08643P,T50反1元富17售03
/08644P,滬深2X元富14售03
/08645P,A50正2元富14售05
/08646P,裕民元富17售07
/08647P,景碩元富17售01
/08648P,祥碩元富15售02
/08649P,祥碩中信15售01
/086500,鴻海麥證0C購03
/086501,國巨麥證11購01
/086509,群創麥證11購01
/08650P,南帝凱基14售03
/08651P,微星凱基14售02
/086521,友達凱基13購01
/086522,長榮航凱基11購01
/086527,群創凱基13購01
/08652P,玉晶光凱基14售05
/08653P,日月光凱基14售02
/086542,臺指反元大0C購01
/08654P,祥碩凱基14售05
/086551,南亞科元大11購01
/086555,亞光元大0C購01
/086557,欣興元大11購01
/08655P,上証2X元富15售01
/08656P,裕民群益16售01
/08657P,玉晶光群益15售05
/08658P,創意群益15售01
/08659P,創意統一14售04
/08660P,聯發科台新14售02
/08661P,南帝國票15售01
/08662P,華通國票15售01
/086630,旺宏凱基11購01
/086632,宏碁凱基11購01
/086639,大立光凱基0C購01
/08663P,裕民國票15售04
/086649,T50反1兆豐13購01
/08664P,台積電元大16售06
/08665P,技嘉元大14售02
/08666P,長榮航元大15售03
/086679,友達統一11購01
/08667P,台驊控元大14售04
/086687,群創統一11購01
/08668P,玉晶光元大16售02
/086690,國巨元富0C購01
/086691,國巨元富0C購02
/086692,台積電元富0C購01
/086693,台積電元富0C購02
/086697,玉晶光元富0C購04
/08669P,創意元大14售02
/08670P,日月光元大14售03
/08671P,聯茂元大14售03
/08672P,大立光中信15售03
/086735,鴻海群益0C購01
/08673P,玉晶光中信15售02
/08674P,健策中信15售01
/08675P,台達電台新14售02
/086768,佳世達凱基0C購01
/086769,佳世達凱基11購01
/08676P,華夏元富14售03
/086770,微星凱基0C購01
/08677P,SGBR2X凱基16售01
/086783,鴻海兆豐11購01
/086784,鴻海兆豐11購02
/08678P,大立光凱基16售05
/086799,長榮航統一0C購01
/08679P,玉晶光凱基16售02
/086803,群創統一0C購01
/08680P,臺股指凱基17售04
/086810,元金2X元富11購01
/086812,台積電元富0C購03
/08681P,臺股指麥證15售05
/08682P,T50正2國票14售04
/086831,友達元大0C購04
/08683P,T50正2國票16售01
/08684P,滬深2X國票15售02
/08685P,萬海國票15售05
/086863,台積電國票0C購01
/086864,台積電國票0C購02
/086865,台積電國票0C購03
/086866,台積電國票11購01
/086867,台積電國票12購01
/08686P,聯發科富邦16售04
/08687P,大立光群益15售06
/086885,聯電麥證0C購03
/086889,統一群益0C購01
/08688P,瑞昱元大14售02
/086895,玉晶光群益11購01
/08689P,奇鋐元大14售03
/086907,聯發科凱基13購01
/08690P,創意元大14售03
/086910,富邦金凱基11購01
/086911,大立光凱基13購01
/08691P,健策元大14售03
/08692P,矽創元大14售05
/086935,友達元大0C購05
/08693P,致新元大14售02
/086943,富邦金元大0C購01
/08694P,技嘉中信15售02
/08695P,臺股指中信15售03
/08696P,臺股指中信15售04
/086976,T50反1元富0C購02
/086977,鴻海元富0C購01
/086978,鴻海元富0C購02
/086979,國巨元富0C購03
/08697P,華新科群益14售02
/086980,國巨元富0C購04
/086981,台積電元富0C購04
/086982,台積電元富0C購05
/086983,宏碁元富0C購03
/086984,宏碁元富0C購04
/086985,富邦金元富0C購02
/086986,開發金元富0C購02
/086987,晶技元富0C購02
/086988,創意元富0C購01
/08698P,儒鴻凱基14售02
/086994,鴻海國票13購01
/086996,聯發科國票0C購02
/086997,聯發科國票11購01
/08699P,欣興凱基15售05
/08700P,南電凱基14售05
/08701P,國巨元大14售10
/087025,道瓊反中信11購01
/08702P,大立光元大16售02
/087035,大成鋼凱基13購01
/087036,大成鋼凱基13購02
/08703P,聯詠元大14售07
/08704P,儒鴻國票14售01
/08705P,廣宇國票15售02
/08706P,瑞昱國票14售01
/08707P,新興國票14售01
/087085,台積電元富0C購06
/087086,台積電元富0C購07
/087087,光罩元富0C購01
/08708P,台驊控國票14售02
/087092,臺指反元大0C購02
/087099,鴻海元大11購01
/08709P,界霖國票14售01
/087100,鴻海元大11購02
/087103,台積電元大11購01
/087104,台積電元大11購02
/08710P,南電國票15售01
/08711P,臺股指富邦16售01
/087125,T50反1國票11購01
/08712P,台積電國泰16售08
/08713P,萬海凱基15售08
/08714P,台達電台新14售03
/08715P,A50正2群益16售01
/087160,台積電第一12購02
/08716P,SGBR2X群益14售02
/08717P,華邦電群益14售04
/087182,鴻海群益0C購02
/08718P,南亞科群益14售03
/087191,鴻海麥證0C購04
/087192,鴻海麥證0C購05
/087193,台積電麥證0C購04
/087194,台積電麥證11購01
/08719P,王品國票15售01
/087202,臺股指麥證0C購01
/08720P,廣宇元富17售02
/087210,鴻海凱基13購01
/087211,鴻海凱基13購02
/08721P,台積電元富17售07
/08722P,台積電元富17售08
/087231,臺股指凱基0C購06
/087238,鴻海兆豐11購03
/08723P,技嘉元富17售02
/087243,聯詠兆豐0C購01
/08724P,聯發科元富14售04
/087253,鴻海國票13購02
/08725P,欣興元富14售01
/087269,T50反1元大0C購02
/08726P,玉晶光元富17售03
/087270,T50反1元大0C購03
/087273,臺指反元大0C購03
/087274,臺指反元大0C購04
/087275,道瓊銀元大0C購01
/08727P,大立光康和14售03
/087285,華碩元大0C購01
/08728P,新興元大14售03
/087294,群創元大0C購05
/08729P,新興元大14售04
/087307,道瓊反中信11購02
/087309,臺股指中信0C購07
/08730P,萬海元大16售04
/08731P,祥碩元大14售05
/08732P,T50反1富邦14售01
/08733P,玉晶光統一14售06
/087345,晶豪科凱基0C購02
/08734P,台積電凱基15售12
/087350,台灣50麥證0C購01
/087356,臺股指麥證0C購02
/087357,臺股指麥證0C購03
/08735P,台積電凱基18售06
/08736P,台積電凱基18售07
/087378,中鴻元大0C購01
/08737P,台光電凱基14售02
/087380,聯電元大11購01
/087381,聯電元大11購02
/087382,國巨元大11購01
/087383,國巨元大11購02
/087384,台積電元大11購03
/087385,台積電元大11購04
/087387,旺宏元大11購01
/087389,宏碁元大11購01
/08738P,新興凱基14售04
/087393,友達元大11購01
/087394,華新科元大11購03
/087395,華新科元大11購04
/087398,晶豪科元大0C購01
/08739P,新興凱基14售05
/087402,聯詠元大11購01
/08740P,奇鋐群益14售03
/087419,晶豪科統一0C購01
/08741P,同欣電群益14售01
/087423,T50反1元富0C購03
/087424,T50反1元富0C購04
/08742P,台達電元富14售02
/087430,鴻海元富0C購03
/087431,國巨元富0C購05
/087432,台積電元富0C購08
/087433,台積電元富0C購09
/087434,台積電元富0C購10
/087435,台積電元富0C購11
/087436,技嘉元富0C購03
/08743P,欣興元富14售02
/087441,精成科元富0C購02
/08744P,亞聚元大14售02
/087450,台虹群益0C購01
/08745P,儒鴻元大14售02
/08746P,燁興元大14售01
/08747P,鴻海元大14售14
/08748P,台積電元大14售22
/08749P,晶碩元大14售04
/087509,元石油凱基0C購01
/08750P,大立光國票15售04
/087515,聯電凱基11購01
/087516,鴻海凱基11購01
/087517,國巨凱基11購01
/08751P,臺股指國票17售05
/087520,聯發科凱基11購02
/087521,華新科凱基11購01
/087523,新光金凱基0C購01
/087524,大立光凱基11購01
/087525,聯詠凱基11購01
/08752P,臺股指國票18售02
/087536,道瓊銅統一0C購01
/08753P,鴻海康和14售03
/087545,華夏元富0C購01
/087549,台積電元富13購01
/08754P,聯電元富14售06
/087553,玉晶光元富13購01
/08755P,臺股指永豐14售01
/087562,聯發科國票11購02
/08756P,台積電統一14售09
/087570,大立光國泰11購01
/087577,中石化元大11購01
/087578,中興電元大11購01
/08757P,中鴻國票15售02
/087586,華新科元大0C購02
/087587,萬海元大11購01
/08758P,萬海國票15售07
/087594,世紀鋼元大0C購01
/087598,台積電第一0C購02
/08759P,玉晶光國票14售03
/087601,鴻海中信0C購01
/087603,台積電中信0B購10
/087604,台積電中信0C購01
/08760P,天鈺國票14售02
/087616,聯發科國泰0C購01
/087617,聯發科國泰13購01
/087618,祥碩國泰0B購01
/08761P,亞聚群益16售02
/087621,華邦電麥證0B購01
/087627,美指2X凱基0B購01
/087628,中石化凱基11購01
/08762P,世芯群益14售04
/087636,華邦電凱基11購01
/087637,富邦金凱基0B購02
/08763P,臺股指群益14售09
/087640,GIS凱基0B購01
/087641,申豐凱基0B購01
/087649,新光金群益0B購01
/08764P,臺股指群益14售10
/087651,大立光群益0B購01
/087652,大立光群益0C購02
/087655,潤泰新群益0B購01
/08765P,臺股指群益14售11
/08766P,臺股指群益14售12
/087679,南帝元大0B購01
/08767P,鴻海凱基14售07
/087682,台積電元大0B購05
/087683,台積電元大11購05
/087685,旺宏元大11購03
/087689,聯發科元大11購01
/08768P,凌陽凱基14售04
/087690,華新科元大0C購03
/087693,大立光元大0C購07
/087694,群創元大0B購04
/087695,群創元大11購01
/087699,台表科元大0B購01
/08769P,義隆凱基14售02
/087706,聯電統一0B購04
/087707,台達電統一0B購01
/087709,台積電統一0B購12
/08770P,萬海凱基14售09
/087710,台積電統一13購01
/087711,華邦電統一0B購04
/087714,富邦金統一0B購02
/087715,國泰金統一0B購01
/087716,元大金統一0B購01
/087717,晶豪科統一0B購05
/087718,聯詠統一0B購04
/087719,松翰統一0B購01
/08771P,大立光凱基14售07
/087720,GIS統一0B購01
/087721,申豐統一0B購01
/087723,T50反1元富13購01
/087724,滬深2X元富0C購01
/087727,A50正2元富0C購01
/08772P,臺股指凱基14售18
/087732,鴻海元富0C購05
/087733,鴻海元富13購01
/087734,國巨元富13購01
/087735,台積電元富0C購14
/087738,百和元富0B購01
/08773P,臺股指凱基14售19
/087743,元石油國票0B購01
/08774P,臺股指凱基14售20
/087757,元石油富邦0B購02
/087759,光磊富邦0B購01
/08775P,臺股指凱基14售21
/087760,台光電富邦0B購01
/087761,裕民富邦0B購01
/087763,台達電第一13購01
/087764,精英國泰0B購01
/087765,SGBR2X中信0C購02
/08776P,華通元大14售01
/087770,旺宏中信0B購01
/087771,華邦電中信0B購02
/087775,富邦金中信0B購01
/087776,群創中信0B購05
/08777P,台積電元大14售23
/08778P,光罩元大14售01
/08779P,萬海元大18售02
/08780P,大立光元大14售12
/087815,台塑凱基0B購01
/087818,華夏凱基0B購01
/08781P,景碩元大14售07
/08782P,世芯元大14售08
/087830,技嘉凱基0B購01
/08783P,臺股指元大15售16
/087841,台表科凱基11購01
/087847,臺股指凱基0C購08
/087848,SGBR2X國票0B購01
/08784P,臺股指元大15售17
/087851,台積電國票0C購04
/087854,可成國票0B購01
/08785P,鴻海中信18售05
/087861,技嘉富邦0B購01
/087862,大立光富邦0B購02
/08786P,鴻海中信18售06
/087878,鴻海元大11購03
/08787P,台積電中信18售04
/087880,台積電元大11購06
/087881,華邦電元大11購01
/087884,國泰金元大0C購01
/087885,新光金元大0B購02
/087886,新光金元大11購01
/087888,晶豪科元大0B購01
/08788P,台積電中信18售05
/087893,欣興元大11購02
/08789P,臺股指中信19售03
/087903,臺股指元大0C購01
/08790P,臺股指中信19售04
/087913,全新群益0B購01
/087914,富邦金群益0B購03
/087915,新光金群益0B購02
/08791P,臺股指中信19售05
/087920,晶碩群益0B購01
/087923,聚陽統一0B購02
/087924,聯電統一0B購05
/087925,聯電統一0B購06
/087926,國巨統一0B購03
/087927,台積電統一11購03
/087928,富邦金統一0B購03
/087929,富邦金統一0B購04
/08792P,台灣50台新14售01
/087930,國泰金統一0B購02
/087931,國泰金統一0B購03
/087932,開發金統一0B購01
/087933,玉山金統一0B購01
/087934,兆豐金統一0B購01
/087935,中信金統一0B購01
/087936,大立光統一0B購03
/087938,聯詠統一0B購05
/087939,創意統一0B購04
/08793P,景碩台新14售01
/087940,祥碩統一0C購01
/087943,台灣50元富0B購06
/087944,美指2X元富11購01
/087946,儒鴻元富0B購02
/087947,鴻海元富0C購06
/087948,鴻海元富13購02
/08794P,T50反1元富17售04
/087950,富邦金元富0C購03
/087951,富邦金元富0C購04
/087952,晶豪科元富0C購01
/087955,臻鼎元富0C購01
/087958,晶碩元富11購01
/08795P,宏達電元富14售01
/087960,聯詠第一13購01
/087961,鴻海中信0B購03
/087962,鴻海中信0B購04
/087963,台積電中信0B購11
/087964,國泰金中信0C購01
/087966,和碩中信0B購01
/087968,台積電日盛13購01
/08796P,景碩元富17售04
/087978,國泰金凱基0B購02
/087979,新光金凱基12購01
/08797P,景碩元富17售05
/087982,欣興凱基0B購02
/087983,玉晶光凱基11購01
/087984,臻鼎凱基0B購01
/08798P,玉晶光元富17售04
/087994,台積電群益0C購01
/087997,聯發科群益0B購01
/087998,開發金群益11購01
/08799P,景碩康和14售02
/08800P,台灣50麥證14售01
/08801P,萬海群益14售09
/08802P,景碩群益15售06
/088032,台灣50元大0C購01
/088033,台灣50元大0C購06
/088034,滬深2X元大0C購01
/088035,滬深2X元大0C購02
/088038,道瓊反元大0C購01
/08803P,台灣50凱基14售05
/088044,鴻海元大0B購04
/088045,鴻海元大0C購03
/08804P,台灣50凱基14售06
/088056,富邦金元大0B購01
/08805P,友達凱基15售07
/088069,南亞統一0B購01
/08806P,萬海凱基15售09
/088070,東鋼統一0B購02
/088071,鴻海統一0C購05
/088072,鴻海統一11購06
/088073,國巨統一0C購01
/088074,技嘉統一0B購02
/088075,聯發科統一0B購04
/088076,華新科統一0B購01
/088077,華新科統一0C購01
/088078,聯詠統一0B購06
/088079,聯詠統一0C購01
/08807P,景碩凱基14售05
/088080,日月光統一13購01
/088082,緯穎統一0B購01
/088084,國巨元富0C購07
/088087,宏碁元富0C購05
/088088,宏碁元富0C購06
/08808P,景碩凱基15售03
/088090,可成元富0C購01
/088092,晶豪科元富0C購02
/088094,日月光元富0C購01
/08809P,愛普凱基14售05
/088100,億光國票0B購01
/088109,國巨富邦0B購01
/08810P,南電凱基14售06
/08811P,燁輝元大14售02
/088129,晶豪科凱基0B購01
/08812P,愛普元大14售04
/08813P,東聯國票15售03
/08814P,東聯中信14售03
/088154,SGBR2X元大0C購01
/08815P,長榮中信14售01
/088167,華新科元大0B購03
/08816P,台積電國票14售09
/088172,開發金元大11購01
/088174,GIS元大0C購01
/088176,南電元大0C購02
/08817P,技嘉國票14售02
/088181,松翰麥證0B購01
/088184,道瓊反群益0C購01
/088186,聯電群益0B購02
/088189,旺宏群益0B購05
/08818P,長榮國票15售02
/088199,日月光群益11購01
/08819P,臺股指國票15售11
/088206,儒鴻統一0B購01
/088207,大亞統一0B購01
/088209,光寶科統一0B購01
/08820P,宏達電統一15售04
/088210,台積電統一11購04
/088211,光罩統一0B購01
/088214,大立光統一0B購04
/088215,同欣電統一0B購01
/088216,惠特統一0B購01
/088217,惠特統一0C購01
/088219,T50反1元富0C購05
/08821P,長榮統一14售02
/088220,上銀元富11購01
/088223,金像電元富11購01
/088228,矽格元富11購01
/08822P,長榮台新14售02
/088230,世紀鋼元富11購01
/088238,聯發科國票0C購03
/088239,聯發科國票11購03
/08823P,長榮元富14售01
/088240,聯發科國票11購04
/08824P,長榮元富14售02
/088255,同欣電富邦0B購01
/088257,中石化國泰0B購01
/088258,華新科第一13購01
/08825P,裕民元富17售10
/08826P,裕民元富17售11
/088278,鴻海群益0B購02
/08827P,欣興元富14售03
/088284,聯詠群益0B購01
/08828P,長榮康和14售02
/088296,聯發科麥證12購01
/088297,聯陽麥證0B購01
/088299,台橡凱基0C購01
/08829P,長榮康和14售03
/088300,鴻海凱基13購03
/088304,精英凱基11購01
/08830P,南電康和14售01
/088314,力成凱基0B購01
/088318,上証2X元大0C購01
/088319,滬深2X元大0C購03
/08831P,台積電元大14售26
/088328,廣宇元大0B購02
/088329,技嘉元大0C購01
/08832P,台積電元大14售27
/08833P,長榮元大14售01
/088341,聯詠元大0C購03
/088345,上緯控元大0C購01
/088346,乙盛元大0B購01
/088347,乙盛元大0B購02
/08834P,長榮元大14售02
/088350,中興電統一0B購01
/088351,力山統一0B購01
/088352,鴻海統一13購01
/088353,微星統一0B購04
/088354,微星統一0B購05
/088355,美食統一0B購01
/088356,國泰金統一0C購01
/088357,聯詠統一0C購02
/088358,新日興統一0B購01
/088359,GIS統一0B購02
/08835P,長榮元大17售02
/088360,矽創統一0B購05
/088361,達方統一0B購01
/088364,廣宇元富0C購01
/08836P,欣興元大14售07
/088374,鴻海國票13購03
/088377,長榮航國票0B購02
/08837P,技嘉群益16售01
/088384,中興電富邦0B購01
/088385,大成鋼富邦0B購01
/088386,廣宇富邦0B購01
/088387,京元電富邦0B購01
/088388,聯發科富邦0B購02
/088389,聯陽富邦0B購01
/08838P,長榮群益14售05
/088392,友達國泰0B購02
/088396,國巨中信0B購01
/08839P,長榮群益15售01
/08840P,長榮群益16售03
/088416,台積電群益0C購02
/088417,台積電群益0C購03
/08841P,新唐群益14售06
/088420,聯發科群益0C購02
/088427,鴻海日盛0C購02
/08842P,台灣50凱基14售08
/088434,廣宇凱基0C購01
/088438,華碩凱基0C購01
/08843P,台灣50凱基14售09
/088440,晶豪科凱基0C購03
/088442,智易凱基0B購01
/088446,為升統一0B購02
/088447,為升統一0B購03
/088449,鴻海統一0B購03
/08844P,長榮凱基14售12
/088451,廣宇統一0B購03
/088452,華碩統一0B購01
/088454,晶豪科統一0B購06
/088455,聯陽統一0B購02
/088457,玉晶光統一0B購05
/08845P,長榮凱基15售02
/088462,中興電元富0B購01
/08846P,長榮凱基16售02
/088471,聯陽元富0C購01
/088473,聯詠元富0C購01
/088475,鴻海國票13購04
/088478,聯詠國票0B購02
/08847P,長榮凱基16售03
/088481,中鋼富邦0B購01
/088483,鴻海富邦0B購03
/088486,T50反1元大0C購04
/088487,上証2X元大0C購02
/088488,滬深2X元大11購01
/088489,滬深2X元大11購02
/08848P,長榮凱基18售02
/088490,A50正2元大0C購01
/088494,鴻海元大0B購05
/088496,國巨元大0B購01
/08849P,健策康和14售04
/088503,京元電元大0B購01
/08850P,台灣50麥證15售02
/088518,中興電國泰0B購01
/088519,南帝國泰0B購01
/08851P,宏達電群益15售05
/088520,為升國泰0B購01
/088521,宏碁國泰0B購01
/088522,金像電國泰0B購01
/088523,南亞科國泰0B購01
/088524,玉晶光國泰0B購01
/088525,群創國泰0B購02
/088526,智易國泰0B購01
/088527,彩晶國泰0B購01
/088528,同欣電國泰0B購01
/088529,緯穎國泰0B購01
/08852P,長榮群益18售02
/088530,惠特國泰0B購01
/088533,鴻海中信0C購02
/088535,台積電中信0C購02
/088536,旺宏中信0B購02
/08853P,長榮群益1A售02
/088540,聯詠中信0B購01
/088541,臺股指中信11購01
/088542,鴻海群益0B購03
/088543,鴻海群益0B購04
/088547,華碩群益0B購01
/08854P,愛普群益14售07
/088552,台灣50凱基0C購01
/088554,滬深2X凱基0B購04
/088555,滬深2X凱基0C購01
/088556,A50正2凱基0B購02
/088557,A50正2凱基0C購01
/08855P,宏達電凱基15售03
/088560,鴻海凱基11購02
/088564,英業達凱基11購01
/08856P,宏達電凱基15售04
/088575,群創凱基0B購04
/088577,日月光凱基0B購02
/08857P,大立光凱基16售07
/088583,聯電統一0B購07
/088584,鴻海統一13購02
/088585,華碩統一0B購02
/088586,瑞昱統一0B購01
/088587,南亞科統一0B購03
/08858P,欣興凱基14售05
/088590,聯陽統一0B購03
/088591,聯詠統一0B購07
/088592,欣興統一0B購03
/088593,矽格統一0B購01
/088594,矽創統一0B購06
/088596,台積電日盛15購01
/088598,聯發科日盛13購01
/088599,臺股指日盛0C購01
/08859P,景碩元大14售09
/08860P,宏達電國票14售03
/08861P,長榮國票15售04
/08862P,晶豪科國票14售04
/088635,國巨國票0B購01
/08863P,晶相光國票15售02
/088644,聯電富邦0B購01
/088648,聯詠富邦0B購03
/08864P,愛普國票14售03
/088652,滬深2X元大0C購04
/088653,元石油元大0C購01
/08865P,台灣50富邦14售01
/088660,鴻海元大0C購04
/088661,國巨元大0C購05
/088663,精英元大0C購01
/088665,華碩元大11購01
/088668,聯發科元大11購02
/08866P,長榮富邦14售02
/08867P,長榮富邦15售02
/088681,T50反1元富0C購06
/088683,鴻海元富0C購07
/088684,鴻海元富0C購08
/088685,鴻海元富0C購09
/088686,鴻海元富0C購10
/088687,鴻海元富0C購11
/088688,廣宇元富0C購02
/088689,廣宇元富0C購03
/08868P,威盛元富17售04
/088691,大立光元富0C購04
/088692,大立光元富0C購05
/088694,智易元富0C購01
/088696,惠特元富0C購01
/088698,鴻海國泰0B購07
/088699,鴻海國泰0B購08
/08869P,宏達電元富16售03
/088700,鴻海國泰0B購09
/088701,佳世達國泰0B購01
/088702,華碩國泰0B購02
/088703,京元電國泰0B購01
/088704,景碩國泰0B購01
/088705,緯創國泰0B購01
/088706,臻鼎國泰0B購01
/088707,松翰國泰0B購01
/088708,仁寶中信0B購01
/08870P,大立光元富14售08
/088714,友達第一13購01
/088715,東鋼凱基0B購01
/088717,華通凱基0B購01
/088719,英業達凱基0B購01
/08871P,大立光元富14售09
/088720,英業達凱基13購01
/088721,華碩凱基11購01
/088724,欣興凱基0C購02
/088726,臻鼎凱基11購01
/08872P,玉晶光元富17售05
/08873P,南電國泰16售01
/08874P,健策群益14售05
/088750,大成鋼統一0B購03
/088751,廣宇統一0B購04
/088752,友訊統一0B購01
/088753,華碩統一0B購03
/088754,南亞科統一0B購04
/088755,義隆統一0B購05
/088757,和碩統一0B購01
/088758,GIS統一0C購01
/088759,南茂統一0B購01
/08875P,技嘉凱基14售01
/088765,鴻海兆豐11購04
/08876P,健策凱基14售04
/088775,瑞軒元富0C購01
/088776,瑞軒元富0C購02
/08877P,國巨國票14售04
/08878P,長榮國票15售06
/088791,華通群益0B購01
/088793,廣宇群益0B購01
/088795,玉晶光群益13購01
/088798,矽創群益0B購01
/08879P,景碩國票15售04
/088800,中興電元大0B購02
/088803,鴻海元大0C購05
/088806,台積電元大11購07
/088808,英業達元大0C購01
/08880P,健策國票15售04
/088810,微星元大11購01
/088811,南亞科元大0B購01
/088812,偉詮電元大0B購01
/088815,萬海元大11購02
/08881P,臺股指國票14售16
/088823,乙盛元大0C購01
/08882P,臺股指國票16售05
/088830,惠特元大0B購01
/088832,南茂元大0C購01
/088838,聯發科中信0B購02
/088839,聯發科中信11購01
/08883P,長榮元大14售11
/08884P,愛普元大14售07
/08885P,東聯元富14售03
/08886P,華通元富14售01
/088878,台灣50凱基0B購02
/08887P,長榮元富15售03
/088882,台積電凱基13購03
/08888P,愛普元富14售04
/088892,群創凱基0C購03
/088896,立積凱基0B購01
/088897,立積凱基0C購01
/088898,惠特凱基0B購01
/08889P,長榮中信15售02
/088900,臺股指凱基0C購16
/088901,臺股指凱基0C購17
/088902,台泥群益0B購01
/088909,玉晶光群益0B購01
/08890P,國喬凱基14售03
/088913,立積群益0B購01
/088914,立積群益0C購01
/088915,立積群益0C購02
/08891P,臺股指凱基15售05
/088920,聯電統一0B購08
/088921,鴻海統一13購03
/088922,台積電統一0C購05
/088924,宏碁統一0B購01
/088925,宏碁統一0B購02
/088926,宏碁統一0B購03
/088928,英業達統一0B購01
/088929,英業達統一0B購02
/08892P,臺股指凱基17售07
/088932,新興統一0C購01
/088933,萬海統一0C購01
/088934,玉晶光統一0B購06
/088935,玉晶光統一0C購01
/088936,群創統一0B購05
/088937,正文統一0B購01
/088938,立積統一0B購01
/088939,立積統一0B購02
/08893P,長榮群益14售07
/088940,立積統一0B購03
